transaction_id,transaction_date,report_date,amount,sender_account,receiver_account,transaction_type,currency,channel,country_code
TXN00000114,2025-07-25 16:23:32.735570,2025-08-07 07:41:36.736674,9385.38,UNEI5NC0MHXB,TBDDCMOQ5PLW,CASH_DEPOSIT,AUD,,AU
TXN00000115,2025-03-06 15:30:32.735570,2025-03-14 03:33:36.054751,18939.48,761SNBC5ADVG,LDXZFLMR19IK,WIRE_TRANSFER,AUD,ATM,AU
TXN00000116,2025-03-29 02:08:32.735570,2025-04-15 00:50:32.382414,1184.47,9L6TWR2V3TGA,8JVRQVQLQ93B,DIRECT_DEBIT,AUD,MOBILE,AU
TXN00000117,2025-09-13 22:37:32.735570,2025-09-18 19:19:22.320774,36.28,XUJBLORIPJ44,NMCE4PEVH4QL,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000118,2025-04-28 13:37:32.735570,2025-05-01 01:28:37.304131,52.12,0EWAYAJ5ND3A,CZWI87JLGTVX,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000119,2025-06-12 05:12:32.735570,2025-06-15 12:50:51.679930,123.21,B73RRFKRKN88,N6B09XX0BJ05,CHEQUE,AUD,MOBILE,AU
TXN00000120,2025-08-27 15:41:32.735570,2025-09-02 18:11:44.567148,33.07,8JVRQVQLQ93B,ANMVTVOAV41B,CARD_PAYMENT,AUD,,AU
TXN00000121,2025-01-27 17:29:32.735570,2025-01-28 12:27:55.907192,1462.77,9U0U83T5KVBO,TVZ2GPILEREK,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000122,2025-05-21 13:02:32.735570,2025-05-23 06:58:59.129045,619.96,TNAGNIDP3LDJ,1CAGQ7GXFXLX,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000123,2025-10-16 13:12:32.735570,2025-11-09 09:44:40.415884,13.93,RGE8P4FC06HG,LYG6D93WD6OC,CARD_PAYMENT,AUD,MOBILE,AU
TXN00000124,2025-07-10 02:40:32.735570,2025-07-12 07:59:54.673146,8358.79,Q3MN9X6GTX9G,9FB4TD3HTY61,WIRE_TRANSFER,AUD,BRANCH,AU
TXN00000125,2025-08-11 09:20:32.735570,2025-08-13 01:22:05.593069,45.58,WEUZ1KHLUEFC,R9D02U7JHQDX,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000126,2024-12-31 00:46:32.735570,2024-12-31 07:22:14.247495,3861.3,V6NICD23V4XN,MRCOTX8O7II0,CHEQUE,AUD,ONLINE,AU
TXN00000127,2025-03-31 10:22:32.735570,2025-04-24 17:02:34.846122,145.24,T4EIF5S4JD1A,7V80YN4O5U58,CHEQUE,AUD,ATM,AU
TXN00000128,2025-02-01 03:20:32.735570,2025-02-06 15:38:49.994182,610.04,928Q0P5MW1C8,U81NWYTAU731,WIRE_TRANSFER,AUD,ATM,AU
TXN00000129,2025-09-15 17:16:32.735570,2025-09-15 20:57:25.806069,1285.81,KP90NE6YIWDS,3NC8MQ5S45NM,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000130,2025-05-04 10:55:32.735570,2025-05-07 03:16:56.951314,36.32,WP73WUQAYGI0,G3HD6OI9DI53,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000131,2025-05-16 23:06:32.735570,2025-05-17 23:18:13.887228,32512.43,DW1NN9F7QA1V,AWOPPB7V5G2L,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000132,2025-03-26 00:31:32.735570,2025-04-01 04:34:16.331031,341.62,D3BMYU8TN8FQ,0W7TUA9GYDBX,CASH_DEPOSIT,AUD,BRANCH,AU
TXN00000133,2025-11-30 20:52:32.737400,2025-10-10 22:56:49.545650,192.44,ZDKCL7G9JNPA,F57U59Y61F42,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000134,2025-01-23 19:38:32.735570,2025-01-25 18:25:43.608909,80.01,FLVTQQQT0YGS,6N7HMQDMJ9IX,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000135,2024-12-11 23:21:32.735570,2024-12-25 18:21:58.531357,497.72,NLNCJ7XZY0UQ,NBZ40YS1SBDX,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000136,2024-11-20 16:21:32.735570,2024-11-21 09:08:54.517797,15.04,R6J6AG281VFU,MJ22OIGKYOJB,CASH_WITHDRAWAL,AUD,BRANCH,AU
TXN00000137,2025-08-15 11:22:32.735570,2025-08-16 11:25:20.959012,3347.27,E1BF1VGM3LM8,MEUULZ6WKKMY,CASH_DEPOSIT,AUD,MOBILE,AU
TXN00000138,2025-08-25 01:20:32.735570,2025-08-26 14:34:44.465870,,BO3V1L0BZIPL,JZ9BO4F6T8RB,CASH_DEPOSIT,AUD,BRANCH,AU
TXN00000139,2025-05-29 17:30:32.735570,2025-05-30 18:09:56.451716,37.46,XWL9615PAYJ3,DJYUJJV8LRZS,ATM_WITHDRAWAL,AUD,BRANCH,AU
TXN00000140,2025-09-06 19:21:32.735570,2025-09-27 01:54:12.322484,388.44,XXJA3WX6ILJ4,6TP9QOPWSUQF,CASH_DEPOSIT,AUD,MOBILE,AU
TXN00000141,2024-12-12 13:52:32.735570,2024-12-14 16:01:24.891733,3423.69,CPVF984HZCS7,T07BVQ4RKP3W,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000142,2025-06-25 21:52:32.735570,2025-06-26 21:47:58.019936,120.46,,2R24G4ZRRP52,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000143,2025-01-12 19:59:32.735570,2025-01-12 23:13:38.197490,29.98,98SAOX7D0RZX,OC19YQ5QHS5C,CARD_PAYMENT,AUD,BRANCH,AU
TXN00000144,2025-04-18 00:46:32.735570,2025-04-24 15:15:54.228062,18797.72,WSXVTI2V0ZSL,7YYKL4RFQCD0,WIRE_TRANSFER,AUD,BRANCH,AU
TXN00000145,2025-05-18 15:04:32.735570,2025-05-19 09:28:37.053755,0.0,AYE8S2WCZ5G1,OTUAMDB93QXG,DIRECT_DEBIT,AUD,,AU
TXN00000146,2025-09-17 13:49:32.735570,2025-09-19 13:54:38.408847,4048.54,3LV323XQPLUY,VP1XNKVB2HQB,WIRE_TRANSFER,AUD,ATM,AU
TXN00000147,2025-09-16 05:57:32.735570,2025-10-12 07:32:01.739335,16.18,WF3V47XOL1IV,RSW2VTCODAIZ,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000148,2025-01-22 07:59:32.735570,2025-01-23 11:20:27.273572,23.3,LDXZFLMR19IK,8E9UF3QW2KDO,CASH_WITHDRAWAL,AUD,ATM,AU
TXN00000149,2025-07-23 17:16:32.735570,2025-07-25 06:48:58.713706,-23.09,9ZMQ9P7EQFJO,CYDCTQ1LZ5RL,CARD_PAYMENT,AUD,ONLINE,AU
TXN00000150,2025-04-22 05:46:32.735570,2025-04-22 16:00:24.827178,9.34,PDD8TAIAUXY9,SAZWVMPGZBLJ,ATM_WITHDRAWAL,AUD,BRANCH,AU
TXN00000151,2025-01-25 19:09:32.735570,2025-01-26 11:31:47.697040,631.57,0CGF2IXW2LYN,LOI5YRCE3SEM,CASH_DEPOSIT,AUD,,AU
