transaction_id,transaction_date,report_date,amount,sender_account,receiver_account,transaction_type,currency,channel,country_code
TXN00000030,2025-02-26 02:05:32.838962,2025-02-26 10:17:24.170375,200.29,MBOBNUJ7QAB2,YLXJDIPCTNRM,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000031,2025-09-06 07:06:32.838962,2025-09-08 03:41:12.790473,2238.9,4OO1HPGRBR6P,1IZ0UHT1B5AM,CASH_WITHDRAWAL,AUD,,AU
TXN00000032,2025-09-11 01:27:32.838962,2025-09-15 07:10:50.401647,6.46,NZETW70C6ZGZ,T6KXPXSGG24V,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000033,2025-04-18 06:22:32.838962,2025-04-21 15:57:20.744940,598.98,,DPDNWXMLH0RD,CASH_DEPOSIT,AUD,ONLINE,AU
TXN00000034,2025-05-30 09:13:32.838962,2025-05-31 17:30:45.917545,14512.89,W2KZDJKSPT0Y,F1UHFSRWR9SO,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000035,2024-12-20 01:24:32.838962,2025-01-11 15:23:06.074077,63.51,24NPG4XOJZUO,S4D6Q0UUKNMX,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000036,2025-01-13 02:15:32.838962,2025-01-13 07:37:30.309953,1909.54,0Y06JCDBQZ69,VA06WJLBNNFQ,CARD_PAYMENT,AUD,BRANCH,AU
TXN00000037,2024-11-30 23:55:32.838962,2024-12-01 07:16:25.082746,62.01,88M33VI89RET,XBDJ6ETV9JYL,DIRECT_DEBIT,AUD,,AU
TXN00000038,2025-06-13 05:47:32.838962,2025-06-13 18:55:00.817830,111.21,I43679HU27RT,ZT9KOFSVVSGS,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000039,2025-01-13 03:01:32.838962,2025-01-15 06:18:11.549010,153.5,29O2NBN7OWS5,5D5X1BCOZR9I,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000040,2025-08-18 20:24:32.838962,2025-08-21 19:26:52.748660,2467.0,OL5TU2K1R8WJ,OXT76PS42ENM,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000041,2025-02-15 08:41:32.838962,2025-02-15 17:38:42.602996,144704.28,K0VWXJVH7DT6,0PZURKY9YP10,WIRE_TRANSFER,AUD,BRANCH,AU
TXN00000042,2025-03-28 20:04:32.838962,2025-04-10 17:51:12.265107,,1IZ0UHT1B5AM,7EYEQIJIW1BG,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000043,2024-12-04 16:29:32.838962,2024-12-20 07:55:55.022067,1365.07,EL6Y0NZ6ZSQ6,EL6Y0NZ6ZSQ6,CHEQUE,AUD,BRANCH,AU
TXN00000044,2025-06-17 23:53:32.838962,2025-06-18 01:31:43.380785,103.62,0RL08DU86KKS,06VHRUJ749F5,CHEQUE,AUD,ATM,AU
TXN00000045,2025-03-30 22:02:32.838962,2025-04-02 23:33:39.751918,16.9,IPOJH4Q498Q1,06VHRUJ749F5,ATM_WITHDRAWAL,AUD,BRANCH,AU
TXN00000046,2025-06-06 05:03:32.838962,2025-07-03 07:01:04.631097,460.27,BY9A6JDP0AWB,M7POCXXU5WZU,CHEQUE,AUD,ONLINE,AU
TXN00000047,2025-10-13 01:53:32.838962,2025-10-13 04:19:07.345102,27.18,5SUHN15G9LRT,N37FPHEKD3GM,DIRECT_DEBIT,AUD,MOBILE,AU
TXN00000048,2024-12-03 21:21:32.838962,2024-12-03 22:26:29.962680,,738EJBD0FI9J,3R42SCI7F175,CASH_WITHDRAWAL,AUD,BRANCH,AU
TXN00000049,2025-01-04 04:49:32.838962,2025-01-05 02:01:47.196151,260.34,MUUMS0D87WV2,RJECO77A086A,CARD_PAYMENT,AUD,,AU
TXN00000050,2024-11-26 20:46:32.838962,2024-11-29 00:52:45.392092,200.7,THWI2LLQJK3F,YPEE9N611MBA,CARD_PAYMENT,AUD,MOBILE,AU
TXN00000051,2024-12-24 03:31:32.838962,2024-12-25 04:12:11.837232,2248.04,CA3UGS2BTWI0,O4WAZ5RGCR31,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000052,2025-09-25 05:21:32.838962,2025-09-26 15:06:14.448501,262.18,1SWNQ7I11RUS,W2KZDJKSPT0Y,WIRE_TRANSFER,AUD,ATM,AU
TXN00000053,2024-11-24 08:58:32.838962,2024-11-25 06:00:39.185186,21.62,LO5WX4VM3IAY,T6KXPXSGG24V,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000054,2025-03-25 10:41:32.838962,2025-03-26 20:57:59.558463,,9H980Z94QH8E,CSN0N2MKIKJK,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000055,2025-05-30 06:52:32.838962,2025-05-31 16:09:32.554192,60.87,KTD3FKS2H2T6,A351W06J0MPY,CASH_DEPOSIT,AUD,MOBILE,AU
TXN00000056,2025-07-13 20:03:32.838962,2025-07-16 04:12:56.569031,725.26,0RL08DU86KKS,NM0BUOFLMH69,DIRECT_DEBIT,AUD,ATM,AU
TXN00000057,2025-09-16 04:35:32.838962,2025-09-16 18:29:20.498378,1254.74,ML4338YSIA6I,0AVTK3HRLY4N,DIRECT_DEBIT,AUD,,AU
TXN00000058,2025-05-31 04:42:32.838962,2025-06-01 05:55:34.488282,240.67,A6I2B3EMJ7XJ,NHEM42158JYS,CASH_DEPOSIT,AUD,ONLINE,AU
TXN00000059,2025-10-21 20:56:32.838962,2025-10-22 00:39:51.782116,48.69,UK03BO0E8O0B,DJKUHDUVVJDJ,CHEQUE,AUD,BRANCH,AU
TXN00000060,2025-11-17 20:52:32.840448,2025-11-01 10:07:24.272948,1662.24,ZKELAA1ZUYVH,PK57JECIIYQG,CHEQUE,AUD,ATM,AU
TXN00000061,2025-03-03 00:06:32.838962,2025-03-03 17:40:53.590442,299.86,,WEU937CP2KQI,DIRECT_DEBIT,AUD,ATM,AU
TXN00000062,2025-06-24 02:32:32.838962,2025-06-27 22:40:48.211694,565.82,U5JFNE5PQN7F,UYSIHX23XXZD,CHEQUE,AUD,MOBILE,AU
TXN00000063,2025-06-22 02:24:32.838962,2025-06-22 18:58:33.784187,2841.42,FD18S4206T19,I60G75XMD2WF,CASH_DEPOSIT,AUD,ATM,AU
TXN00000064,2025-02-07 03:07:32.838962,2025-02-09 04:40:36.999304,46.73,,WMU0V0KPTTRJ,ATM_WITHDRAWAL,AUD,MOBILE,AU
TXN00000065,2025-07-11 03:09:32.838962,2025-07-12 00:34:30.164446,192.57,N37FPHEKD3GM,W84WXBXJ9UCU,CARD_PAYMENT,AUD,,AU
TXN00000066,2025-08-22 11:55:32.838962,2025-08-25 04:55:39.757152,54.83,18RI65H63NDU,MZ40KYFP0YWT,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000067,2025-05-11 02:44:32.838962,2025-05-13 00:29:58.387404,1999.07,NM0BUOFLMH69,NEUQAQ0IW99W,WIRE_TRANSFER,AUD,ATM,AU
TXN00000068,2025-10-15 20:45:32.838962,2025-10-21 20:36:56.717590,976.0,7GY7W59BYBPQ,MW08TS1UQ3IK,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000069,2024-11-07 08:25:32.838962,2024-11-08 22:58:12.869014,,OQX8PLPTMTJK,FH8UDBW80N6H,CASH_DEPOSIT,AUD,ONLINE,AU
TXN00000070,2025-02-05 12:59:32.838962,2025-02-06 11:36:21.787297,101.42,MLFHYHBIWG7P,MSEZJR2HVW2L,CASH_WITHDRAWAL,AUD,,AU
TXN00000071,2025-10-12 13:22:32.838962,2025-10-14 05:44:04.549191,424.4,3MA4MXLOH4A6,Q28MS8XL7627,CHEQUE,AUD,BRANCH,AU
TXN00000072,2025-04-29 15:57:32.838962,2025-05-05 10:16:51.370250,262.25,URMIQWIG8IBH,738EJBD0FI9J,DIRECT_DEBIT,AUD,ONLINE,AU
TXN00000073,2025-07-20 14:01:32.838962,2025-07-20 19:12:50.917983,287.44,YK3OG0H2KHPI,7JNCUEST5KBN,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000074,2025-11-23 20:52:32.840601,2025-08-18 03:18:20.796935,671.25,XFOW50286FCS,36W7TVBQ2N9C,CHEQUE,AUD,ATM,AU
TXN00000075,2025-11-10 20:52:32.840612,2025-05-05 23:04:13.834374,62.12,TVAG8OUTEXDT,UYSIHX23XXZD,CARD_PAYMENT,AUD,ONLINE,AU
TXN00000076,2025-06-10 13:26:32.838962,2025-06-10 16:42:46.631354,105.6,DRN1DK30TJXF,DRN1DK30TJXF,CHEQUE,AUD,BRANCH,AU
TXN00000077,2025-11-09 20:52:32.840631,2025-09-05 05:34:12.818209,1391.36,IAEQA4Q40ZB0,JZLKQOBRBLP7,DIRECT_DEBIT,AUD,,AU
TXN00000078,2025-01-22 02:59:32.838962,2025-01-24 10:29:01.054222,12599.1,RWUT8VOMTLKC,R87XB1TFQITU,WIRE_TRANSFER,AUD,,AU
TXN00000079,2025-04-10 12:58:32.838962,2025-04-10 19:53:55.965916,1305.34,QHUM5ZFFQKQ9,PT8WD4QSIM4A,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000080,2024-12-03 21:47:32.838962,2024-12-04 22:14:24.669747,9217.87,C5A9SKQXDGER,I4TDPCB79R47,CASH_DEPOSIT,AUD,ATM,AU
TXN00000081,2024-12-09 12:58:32.838962,2024-12-15 03:21:53.877614,56.33,LX4JS0AQIUMO,3XS4NFW6D56I,CARD_PAYMENT,AUD,ATM,AU
TXN00000082,2025-10-20 16:54:32.838962,2025-10-22 22:41:40.038016,676.56,P232J8JFS4ZO,MJMB747YCPFT,DIRECT_DEBIT,AUD,ATM,AU
TXN00000083,2025-07-20 22:44:32.838962,2025-07-23 04:48:14.340812,,K3BK0U34H4GB,6XZPCCMAXZUI,CARD_PAYMENT,AUD,MOBILE,AU
TXN00000084,2025-01-20 13:37:32.838962,2025-01-21 04:09:19.483956,5.12,SKNNVV26HEYG,THWI2LLQJK3F,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000085,2025-09-19 18:47:32.838962,2025-10-07 06:43:59.138341,224.27,5QPFKVGIJ6TR,T9HYDVS8FPJY,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000086,2024-11-07 12:43:32.838962,2024-11-07 16:10:40.986961,424.05,THWI2LLQJK3F,9NM3RP7EYDR1,CHEQUE,AUD,BRANCH,AU
TXN00000087,2025-03-02 00:35:32.838962,2025-03-02 11:37:04.080452,190.98,AMKIINU4W6X2,JL86FZ47A9ZB,WIRE_TRANSFER,AUD,ATM,AU
TXN00000088,2025-03-10 02:51:32.838962,2025-03-12 08:28:16.467954,1466.98,HC94P6TU1HW8,H1P5ZE7Z1PHA,WIRE_TRANSFER,AUD,BRANCH,AU
TXN00000089,2025-03-20 18:00:32.838962,2025-03-21 02:11:54.107814,538.89,K0VWXJVH7DT6,DCF06YOQHQ9Y,CARD_PAYMENT,AUD,,AU
TXN00000090,2025-08-20 01:39:32.838962,2025-08-20 10:45:35.512073,239.63,TNU3SWNHGNHI,Y02JUQZ89L8V,CHEQUE,AUD,MOBILE,AU
TXN00000091,2025-03-23 09:31:32.838962,2025-03-29 15:50:10.244939,491.38,4JVGSQLEIW6K,O6191BVW85KJ,CHEQUE,AUD,ATM,AU
TXN00000092,2025-06-05 17:12:32.838962,2025-06-08 22:28:18.553142,148.18,5YUS90UZ22NZ,Z8MKP807SZGG,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000093,2025-06-03 00:56:32.838962,2025-06-06 11:28:04.442894,51369.39,D6TKIR44PG2U,P1R481EOVDIF,WIRE_TRANSFER,AUD,ATM,AU
TXN00000094,2025-03-22 04:22:32.838962,2025-03-23 05:55:06.407459,7734.43,YK3OG0H2KHPI,YK3OG0H2KHPI,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000095,2025-09-14 23:01:32.838962,2025-10-11 13:15:56.799117,406.68,9STPEJWQDIRU,35F4TSQ6JLS6,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000096,2025-02-16 11:17:32.838962,2025-02-17 06:29:42.179364,177.7,OL5TU2K1R8WJ,KYSQJSEGQI8W,CASH_WITHDRAWAL,AUD,,AU
TXN00000097,2025-04-11 07:57:32.838962,2025-04-12 13:40:24.227932,4762.01,OBNHCFR3PQPO,MTBD3SJW11TT,CHEQUE,AUD,ONLINE,AU
TXN00000098,2025-11-18 20:52:32.840808,2025-07-05 06:42:16.192810,68.64,BY9A6JDP0AWB,X05JOMMRR2XH,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000099,2025-07-07 22:48:32.838962,2025-07-09 22:04:37.855231,3006.99,249KIM6TXRRC,10YX4JUT3SWL,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000100,2024-11-15 11:30:32.838962,2024-11-18 02:00:17.244034,230.95,MSZLZAFAHUG8,B85KMTPSBYMR,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000101,2025-03-18 14:26:32.838962,2025-03-18 15:23:08.168650,535.76,VIZHTFO0QSG7,J6TXDCXFCBYF,CASH_WITHDRAWAL,AUD,ONLINE,AU
TXN00000102,2025-10-23 18:50:32.838962,2025-10-24 00:57:52.249700,35.08,5L5JKUYXCKUS,5YUS90UZ22NZ,ATM_WITHDRAWAL,AUD,BRANCH,AU
TXN00000103,2024-12-17 13:52:32.838962,2024-12-20 19:04:31.056806,68.13,EBV2UT9FX6F9,A0ZYE8N5MBM7,CHEQUE,AUD,BRANCH,AU
TXN00000104,2025-10-17 21:32:32.838962,2025-10-18 15:20:12.561729,759.07,AMKIINU4W6X2,3A7I28U81Q0T,CHEQUE,AUD,MOBILE,AU
TXN00000105,2025-08-24 08:36:32.838962,2025-08-25 10:08:02.881677,24.56,4SFADEP6VUEO,XVSYWOEZ8VLI,ATM_WITHDRAWAL,AUD,MOBILE,AU
TXN00000106,2024-12-02 00:05:32.838962,2024-12-14 13:43:28.023703,472.76,,UAD76GDE8DX6,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000107,2025-03-30 11:00:32.838962,2025-04-01 03:42:20.973065,211.26,,2IAD32Y05U4P,DIRECT_DEBIT,AUD,ATM,AU
TXN00000108,2025-05-30 04:44:32.838962,2025-06-02 05:20:30.094682,152.5,FMNW0XM5HJY9,NH2LNHFKB90S,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000109,2025-12-03 20:52:32.840916,2025-08-23 07:31:03.689476,14.58,CJAO5UAOU3RL,FWEC9QE3XOIA,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000110,2024-11-08 00:08:32.838962,2024-11-09 04:55:41.601893,135.16,6XZPCCMAXZUI,4JVGSQLEIW6K,CHEQUE,AUD,ATM,AU
TXN00000111,2025-02-18 18:18:32.838962,2025-02-24 07:41:53.104114,483.97,V5C1SUGSGVJM,T6KXPXSGG24V,ATM_WITHDRAWAL,AUD,MOBILE,AU
TXN00000112,2025-10-23 09:19:32.838962,2025-10-28 00:53:15.599795,,RDK5BBWSGK1W,KYSQJSEGQI8W,DIRECT_DEBIT,AUD,ONLINE,AU
TXN00000113,2025-07-06 11:41:32.838962,2025-07-13 04:10:02.578738,264.96,SBK58VXC9AA8,ADCYMHUI99LL,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000114,2025-06-25 19:02:32.838962,2025-06-27 12:28:03.837047,,06VHRUJ749F5,E4VVGQB4R0FW,CASH_WITHDRAWAL,AUD,MOBILE,AU
TXN00000115,2025-07-07 20:58:32.838962,2025-07-31 11:03:37.060174,213.98,3R42SCI7F175,NHEM42158JYS,CARD_PAYMENT,AUD,,AU
TXN00000116,2025-10-13 16:37:32.838962,2025-10-13 22:30:25.346813,6.4,0ZJEQKWA8JVY,VIZHTFO0QSG7,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000117,2025-08-17 17:38:32.838962,2025-08-19 15:45:20.057134,8.71,XGZJSBPO1871,ZF7U8KEBXUKX,CASH_DEPOSIT,AUD,MOBILE,AU
TXN00000118,2025-03-26 08:44:32.838962,2025-03-27 16:23:48.637587,59832.4,8PWE72T07PNG,MUUMS0D87WV2,WIRE_TRANSFER,AUD,BRANCH,AU
TXN00000119,2025-06-03 05:13:32.838962,2025-06-06 04:14:16.526286,-23409.33,9478W66J7XO5,0AVTK3HRLY4N,WIRE_TRANSFER,AUD,ATM,AU
TXN00000120,2025-11-15 20:52:32.841011,2025-10-13 04:50:16.317966,1185.79,SSIRPB3M5XUM,CJXC3XL9MT2S,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000121,2025-01-21 07:34:32.838962,2025-01-21 22:49:27.272277,25.14,2T3G1W75DVQY,LYJ5WW705G7E,DIRECT_DEBIT,AUD,MOBILE,AU
TXN00000122,2025-05-22 00:50:32.838962,2025-05-23 02:54:55.405511,4445.01,6FWVR99LSND6,CSN0N2MKIKJK,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000123,2025-03-30 19:36:32.838962,2025-04-03 13:08:05.093387,335.15,,JV1NCUIO9T2S,DIRECT_DEBIT,AUD,MOBILE,AU
TXN00000124,2025-06-13 12:05:32.838962,2025-06-18 07:40:45.657709,-40.2,KGGKDXLED5FS,88887N5CMSZ5,CASH_WITHDRAWAL,AUD,ATM,AU
TXN00000125,2025-09-13 20:03:32.838962,2025-09-17 00:36:46.458348,131.79,Q28MS8XL7627,738EJBD0FI9J,CASH_WITHDRAWAL,AUD,ATM,AU
TXN00000126,2024-12-17 01:11:32.838962,2024-12-18 08:19:09.394667,4261.31,TLD858A5EY2B,YYLMWI5N6YVP,DIRECT_DEBIT,AUD,ATM,AU
TXN00000127,2025-05-02 16:12:32.838962,2025-05-04 21:06:56.813061,755.84,5SUHN15G9LRT,IESVDUDKTQ4H,CHEQUE,AUD,BRANCH,AU
TXN00000128,2025-07-30 04:45:32.838962,2025-08-03 14:45:08.458586,176.58,YFQHJCWLCKSA,2KGB8OTIA47G,DIRECT_DEBIT,AUD,ONLINE,AU
TXN00000129,2025-05-16 08:54:32.838962,2025-05-16 11:21:13.535928,3518.45,,CLB50DE9GZHG,WIRE_TRANSFER,AUD,ONLINE,AU
TXN00000130,2025-09-19 00:24:32.838962,2025-09-22 19:11:15.975701,176.06,KTD3FKS2H2T6,H1P5ZE7Z1PHA,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000131,2025-06-13 23:35:32.838962,2025-06-14 08:29:58.151455,2087.72,Y02JUQZ89L8V,LSV0Z3OLLD56,WIRE_TRANSFER,AUD,MOBILE,AU
TXN00000132,2025-04-14 03:29:32.838962,2025-05-13 00:29:54.406888,104.36,7GY7W59BYBPQ,KD5AUB8D0FBF,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000133,2025-03-17 22:38:32.838962,2025-03-19 00:06:40.329916,20.76,DEQMBKOB1T3Z,AO6CV81NS0HE,CASH_WITHDRAWAL,AUD,ATM,AU
TXN00000134,2025-08-21 05:56:32.838962,2025-08-21 08:18:24.320508,70.81,XIOX1YWEODR5,BQI3NMH16AFD,ATM_WITHDRAWAL,AUD,ONLINE,AU
TXN00000135,2024-11-27 11:37:32.838962,2024-11-30 13:58:13.666336,213.57,YM1RAV3X58UF,1V2CETU4NT77,DIRECT_DEBIT,AUD,BRANCH,AU
TXN00000136,2025-05-12 11:09:32.838962,2025-05-16 05:27:39.744907,328.16,3CQ1DQ92MX8N,LX4JS0AQIUMO,ATM_WITHDRAWAL,AUD,ATM,AU
TXN00000137,2025-06-29 02:50:32.838962,2025-07-03 01:11:05.977563,286.53,N37FPHEKD3GM,A4SJU0ENU382,ATM_WITHDRAWAL,AUD,BRANCH,AU
TXN00000138,2025-06-29 08:56:32.838962,2025-06-30 05:34:36.822017,2173.58,JBHXJKOBIAAO,3OJ5T5TKJHQ4,WIRE_TRANSFER,AUD,ATM,AU
TXN00000139,2025-09-29 22:08:32.838962,2025-09-30 11:20:35.559591,12.09,I22REP7R0U07,3CQ1DQ92MX8N,CHEQUE,AUD,BRANCH,AU
TXN00000140,2024-12-29 11:02:32.838962,2025-01-01 23:16:54.934474,53.59,J6TXDCXFCBYF,SYX0G87LSS17,CARD_PAYMENT,AUD,BRANCH,AU
TXN00000141,2025-03-16 18:18:32.838962,2025-03-18 23:59:35.411467,61.87,VIZHTFO0QSG7,FY9N12MHTPV0,DIRECT_DEBIT,AUD,ONLINE,AU
TXN00000142,2025-03-13 21:52:32.838962,2025-03-26 16:55:22.631582,66.17,WAAWVRTL8RG2,GMBU27HUV7NR,CASH_DEPOSIT,AUD,ATM,AU
TXN00000143,2025-08-01 00:42:32.838962,2025-08-02 02:25:20.058931,117.85,O8A29LZU3VQV,6XQ2Q3HIHZDR,CARD_PAYMENT,AUD,ONLINE,AU
TXN00000144,2024-12-12 18:01:32.838962,2024-12-13 11:22:05.036714,,ZVPYH0K4TB8J,6XZPCCMAXZUI,CASH_DEPOSIT,AUD,MOBILE,AU
TXN00000145,2025-03-15 08:32:32.838962,2025-03-17 06:20:07.847762,0.0,FH8UDBW80N6H,5YUS90UZ22NZ,CARD_PAYMENT,AUD,,AU
TXN00000146,2025-04-12 22:17:32.838962,2025-04-13 21:03:50.128498,20.67,DKQNHVYMQ1A3,I40DVQ7QPAFV,DIRECT_DEBIT,AUD,,AU
TXN00000147,2024-12-08 11:35:32.838962,2024-12-10 17:22:08.847820,31.23,08Y738UPVZ7S,ZVPYH0K4TB8J,CHEQUE,AUD,MOBILE,AU
TXN00000148,2024-12-25 05:07:32.838962,2024-12-26 20:47:50.671890,77.1,EWTEMHHLNHMY,DE1J1J45XU48,CARD_PAYMENT,AUD,BRANCH,AU
TXN00000149,2024-11-07 15:45:32.838962,2024-11-07 17:43:28.405250,361.96,V1W4KZX6FU76,L861P0Y4Y27T,CARD_PAYMENT,AUD,BRANCH,AU
TXN00000150,2024-12-09 04:04:32.838962,2024-12-24 23:17:52.850183,30.97,KRMFMYKITH44,MSEZJR2HVW2L,CHEQUE,AUD,ATM,AU
TXN00000151,2024-12-19 22:37:32.838962,2024-12-20 02:48:41.839129,68.98,7O8W9H6BBHBO,WAAWVRTL8RG2,DIRECT_DEBIT,AUD,,AU
TXN00000152,2025-09-12 21:59:32.838962,2025-09-14 02:17:00.677341,821.04,FCTCV812JJ8L,4ED16YD6MOOG,CASH_WITHDRAWAL,AUD,MOBILE,AU
